periodFullName,isProcessed,fileName,Velocity_Band_6_Total_Duration,Velocity_Band_6_Total_Distance,Velocity_Band_5_Total_Duration,Velocity_Band_5_Total_Distance,Velocity_Band_4_Total_Duration,Velocity_Band_4_Total_Distance,Velocity_Band_3_Total_Duration,Velocity_Band_3_Total_Distance,Velocity_Band_2_Total_Duration,Velocity_Band_2_Total_Distance,Velocity_Band_1_Total_Duration,Velocity_Band_1_Total_Distance,Veld_grootte,Total_Duration,Total_Distance,Team_id,TableRow_skey,Start_Time,Soort_training,Session_Count,Remark3,Remark2,Remark,Player_id,Period_Number,Period_Name,Mean_Heart_Rate,Maximum_Velocity,Maximum_Heart_Rate,LoadDateTime,IMA_Jump_Count_Med_Band,IMA_Jump_Count_Low_Band,IMA_Jump_Count_High_Band,IMA_Dive_Intensity_Band_8_Right_Count,IMA_Dive_Intensity_Band_8_Left_Count,IMA_Dive_Intensity_Band_7_Right_Count,IMA_Dive_Intensity_Band_7_Left_Count,IMA_Dive_Intensity_Band_6_Right_Count,IMA_Dive_Intensity_Band_6_Left_Count,IMA_Dive_Intensity_Band_5_Right_Count,IMA_Dive_Intensity_Band_5_Left_Count,IMA_Dive_Intensity_Band_4_Right_Count,IMA_Dive_Intensity_Band_4_Left_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_3_Right_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_3_Left_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_2_Right_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_2_Left_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_1_Right_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_1_Left_Count,Heart_Rate_Index,Heart_Rate_Band_6_Total_Duration,Heart_Rate_Band_5_Total_Duration,Heart_Rate_Band_4_Total_Duration,Heart_Rate_Band_3_Total_Duration,Heart_Rate_Band_2_Total_Duration,Heart_Rate_Band_1_Total_Duration,Field_Time,ExcludeHR,Exclude,End_Time,Date,Bench_Time,AM_PM
Marianna,true,Domainer,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,141,609,8394,34,f2dececb-46d4-44cc-a6fc-866cec05f1af,1:02:53,Games,80,15,4,10,1030,329,4,87,987,143,8:37:31,90,17,26,34,80,20,67,70,67,63,79,11,8,52,10,23,50,63,14,52,90,73,76,7,58,16,84,7,18,58,56,83,82,3,33,22,91,93,77,7,73,24,83,94,18:31:44,false,true,10:54:41,8/5/2017,653,PM
Lauren,true,Transcof,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,287,978,7407,17,194b8569-69b0-4116-9cbb-3ded5ef9d97a,21:35:45,Jewelery,73,16,9,23,579,494,5,149,946,208,13:19:59,62,22,29,95,60,98,61,74,85,87,14,19,24,31,50,27,39,40,41,64,19,20,25,15,99,10,51,95,7,72,24,65,26,38,68,93,79,60,4,41,14,42,23,30,1:03:31,false,false,0:14:57,1/11/2018,53,AM
Dewain,true,It,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,182,300,448,44,8d56b566-df70-4a63-80d9-d331e51cdda0,18:40:35,Grocery,34,16,20,4,294,39,w-up,112,880,155,1:21:25,52,28,99,8,64,57,54,55,24,10,20,60,18,97,8,46,6,52,12,55,87,57,22,43,33,51,11,81,35,49,24,22,45,17,92,96,69,78,28,21,88,74,66,11,3:11:08,true,false,23:03:01,7/15/2016,686,PM
Sol,true,Stringtough,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,587,599,6093,6,e29638d3-250a-4e2d-a6cf-c02b05cc9b50,13:15:56,Books,31,23,9,19,222,579,w-up,96,489,114,8:29:28,17,62,2,64,5,20,47,61,88,29,76,93,18,21,100,45,100,39,82,30,32,53,21,46,2,68,23,6,98,36,88,5,36,14,34,52,99,43,80,94,40,37,43,69,18:44:46,true,false,15:01:09,9/2/2018,958,AM
Virgina,false,Tres-Zap,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,482,774,451,27,783bd723-a168-40cb-b530-e24cb3cb47c2,17:53:30,Grocery,71,7,17,20,906,599,positiespel,137,402,215,4:06:32,55,29,33,43,85,96,78,29,53,95,63,74,8,53,93,94,97,99,47,80,89,39,74,54,55,26,31,51,46,61,99,25,72,92,65,37,15,4,41,90,94,63,26,66,2:08:54,true,true,12:49:29,5/2/2012,423,AM
Eirena,true,Temp,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,271,178,6180,31,cd6a00da-d848-4478-a3b4-574bd4e99193,20:01:33,Outdoors,28,10,16,17,1537,788,partijspel,148,203,195,19:31:46,54,25,47,28,68,35,32,100,37,27,71,68,30,27,25,100,89,10,22,73,74,62,42,34,79,86,23,60,31,39,48,2,23,35,95,96,45,47,12,69,61,51,81,8,1:05:07,true,false,14:34:29,9/2/2011,151,AM
Jody,false,Tres-Zap,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,42,68,6318,42,cc5cbe02-f735-45a8-8ce6-0843ad76842c,15:33:23,Health,60,8,8,11,1606,763,w-up,118,181,202,14:03:43,28,53,12,73,15,39,96,80,7,71,15,28,8,68,79,83,7,14,43,24,81,3,46,36,55,56,23,92,16,87,79,27,43,43,22,78,24,48,69,95,47,91,71,13,17:38:12,true,false,7:27:49,1/4/2011,860,PM
Benedick,true,Trippledex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,647,986,8082,30,f5c31d71-4409-47b4-9705-81fd9928e600,18:48:22,Garden,62,1,11,4,1770,368,4,112,470,201,1:13:06,61,3,11,82,72,36,14,18,100,35,33,11,16,66,34,76,89,4,87,47,7,100,83,84,84,95,55,74,45,42,69,76,65,59,66,17,65,75,92,80,98,72,74,7,15:41:54,true,true,4:42:35,4/24/2014,505,PM
Diena,false,Cardify,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,78,705,7022,27,c86516f9-7e26-491a-821c-b7c35d49c26c,17:18:56,Home,42,18,22,15,283,123,w-up,149,908,191,13:59:57,9,75,68,50,42,43,81,77,84,73,51,55,81,52,50,89,19,58,8,14,3,24,88,96,100,80,1,52,35,27,71,51,91,77,67,39,93,31,2,49,77,87,88,25,14:19:23,true,true,13:57:00,5/9/2016,472,PM
Nowell,false,Toughjoyfax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,748,557,2886,38,fdc2129a-8952-4326-92fd-8c4cacedd6b4,2:35:06,Computers,77,7,18,20,340,418,5,149,850,175,11:42:05,27,7,91,36,98,48,76,92,100,11,29,75,75,54,29,9,71,76,56,10,46,88,46,57,54,3,46,57,92,47,40,32,88,67,90,68,32,24,3,14,1,11,15,14,14:07:00,false,true,17:56:15,1/28/2019,611,PM
Lexis,true,Zontrax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,670,124,6305,6,752e589f-d6e1-45fe-8174-ecffffe577ee,23:21:04,Sports,92,21,10,18,598,940,w-up,151,259,142,21:42:31,60,92,58,22,31,39,62,81,5,74,95,83,39,87,20,42,63,35,35,18,60,43,28,86,71,99,61,30,45,75,80,36,66,75,16,27,66,92,74,32,54,82,62,13,15:42:19,true,true,21:35:30,4/23/2011,412,AM
Rozina,true,Sonsing,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,913,693,4763,7,cd2a22b3-937e-4b8b-a6ba-af9e4150eedf,16:19:23,Tools,93,14,18,16,942,862,7,109,544,89,19:37:00,3,84,52,94,92,1,37,37,58,11,31,58,21,68,9,85,79,58,71,16,68,34,10,39,19,88,70,75,32,46,51,64,40,78,41,91,83,9,73,63,17,48,2,94,13:13:47,true,false,12:32:11,6/3/2015,164,PM
Hewet,false,Prodder,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,167,937,7575,18,9d874357-d74f-4094-ba4e-09fa04fcda4f,18:40:34,Baby,55,13,24,1,1700,586,duels,115,218,167,21:01:25,32,58,100,42,68,30,23,73,58,81,42,13,61,10,36,98,65,78,87,39,26,44,97,80,70,72,68,78,36,87,39,8,71,17,39,45,27,32,26,28,8,33,19,43,23:15:14,true,true,20:09:40,4/7/2016,466,PM
Garrot,true,Overhold,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,893,151,7350,27,cb5d0557-387a-4cd5-829f-96052763b6e0,11:35:55,Automotive,74,22,11,25,1242,252,5,113,396,143,22:30:12,95,25,12,89,11,48,85,23,46,46,19,26,5,83,54,8,35,17,7,47,9,89,26,75,65,36,24,20,25,85,40,19,61,70,26,23,6,21,99,80,21,36,20,69,8:19:59,true,true,4:40:04,5/4/2019,707,PM
L;urette,true,Daltfresh,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,210,277,3211,38,8722cfd0-2ac3-425f-baf0-a1648d4f6d78,15:23:22,Baby,71,13,6,4,1477,417,w-up,139,119,180,9:17:16,85,46,99,78,12,80,42,78,58,79,70,8,62,14,14,52,29,75,21,89,72,63,81,27,37,82,1,99,12,59,71,25,10,44,47,49,16,53,4,58,7,69,29,38,7:06:36,true,true,17:40:42,9/30/2012,276,AM
Gretal,false,Vagram,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,122,802,9780,33,dbc15acb-9f19-4100-bc78-5c03b6ce6c01,17:10:55,Electronics,46,7,18,12,1545,775,duels,158,438,191,17:05:23,16,84,82,82,64,95,90,95,89,44,35,74,95,65,100,98,40,67,69,59,9,38,13,50,43,43,53,100,79,98,80,64,73,36,10,2,35,70,67,87,100,16,79,8,13:39:32,false,true,16:50:54,1/30/2012,95,AM
Melisenda,false,Home Ing,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,911,778,886,33,c361bb40-8f64-44b2-81fe-3a907eb5a8be,15:59:27,Kids,91,25,4,13,1798,398,w-up,92,920,179,4:49:19,48,82,66,10,46,34,29,93,65,13,24,17,55,51,90,6,43,62,34,32,14,7,9,72,40,39,54,8,96,17,71,49,78,95,3,23,22,6,7,35,30,32,2,41,8:04:29,true,false,1:30:34,5/28/2015,519,PM
Pearla,true,Treeflex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,284,635,7682,39,faed861d-68ee-4ab0-9604-0a15ecec683d,19:03:02,Jewelery,10,17,23,16,803,578,7,121,984,154,15:22:56,12,8,69,5,61,68,14,13,6,52,36,2,81,48,70,33,63,39,10,88,33,18,9,2,85,100,47,18,98,77,13,98,79,26,45,92,34,85,47,6,25,41,86,100,2:43:06,true,false,3:42:36,4/16/2013,566,AM
Tawsha,true,Aerified,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,898,989,6243,25,f916dc7b-8431-440a-90d6-bc17dfc54e25,1:56:46,Garden,19,22,9,16,1813,150,duels,109,467,146,20:28:27,80,6,61,5,19,59,4,46,75,57,54,83,100,63,79,2,10,90,11,77,46,57,84,61,26,35,48,29,49,92,85,34,28,32,99,23,50,86,79,64,5,89,41,49,1:24:46,true,false,11:10:51,2/12/2012,908,AM
Ekaterina,false,Kanlam,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,937,453,39,12,5bd3c8bb-8366-4c0b-ad1c-249d3728a5e7,12:47:22,Kids,50,9,9,10,1311,268,duels,120,51,194,16:27:27,14,12,60,42,29,38,43,93,83,99,95,86,50,98,35,26,41,55,22,7,30,47,90,96,50,14,20,61,65,41,55,81,100,72,76,55,71,78,94,69,6,86,65,41,20:40:22,true,false,17:40:19,7/31/2016,626,PM
Zena,true,Asoka,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,150,447,7234,39,7d6e20af-d9c0-4334-81be-60b4415f43c5,0:08:37,Home,58,15,18,4,1086,889,w-up,90,603,218,23:39:09,32,27,78,65,46,95,71,72,2,71,52,88,12,82,45,97,21,30,44,40,26,100,58,23,28,31,80,89,45,24,18,77,34,59,84,95,79,69,61,34,33,25,63,32,23:08:46,true,true,23:26:54,6/4/2012,420,PM
Courtney,false,Sonair,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,666,465,4225,31,699083ef-03e0-4023-9262-14eef1db0be2,12:07:52,Jewelery,32,24,24,21,1221,190,afwerken,108,944,184,11:18:11,58,60,72,70,2,57,69,78,52,91,59,28,14,96,93,6,38,38,30,55,73,77,39,95,83,31,4,29,53,42,34,2,6,76,70,92,23,61,22,30,71,75,82,11,7:58:07,true,true,23:11:46,12/11/2012,926,AM
Lexis,true,Andalax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,375,922,9152,50,9a9a5b72-2e0f-410c-a6fe-21e494bd7aa8,3:06:29,Sports,78,6,2,5,1651,168,5,93,872,150,2:16:01,47,55,72,89,28,78,87,61,74,51,82,60,66,22,7,60,31,69,51,74,88,71,95,50,6,61,21,62,77,94,74,22,90,77,16,96,89,99,19,74,51,90,38,19,16:40:55,false,true,17:50:05,12/2/2012,222,AM
Nichole,false,Sonair,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,634,721,3515,34,53a2e2e6-ab73-4c5b-9d40-16dff2c38971,7:17:59,Grocery,91,16,11,18,1240,346,4,126,276,131,12:54:22,53,58,34,11,86,7,83,25,9,93,96,76,68,55,81,14,11,15,71,67,51,37,72,40,68,66,89,30,5,37,41,30,53,54,35,30,63,41,57,88,64,96,85,46,15:04:19,false,true,20:16:55,8/3/2014,156,PM
Kinnie,true,Tempsoft,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,672,566,27,44,72eb610b-a511-42e9-887e-7ccabbd47a3e,14:02:52,Home,96,5,7,18,1707,925,partijspel,111,42,95,0:43:00,67,77,29,58,96,7,72,40,25,16,96,91,34,87,75,3,58,89,92,33,32,24,39,77,26,96,25,71,15,61,91,55,97,9,2,41,90,69,22,84,53,52,75,31,20:24:54,true,true,9:04:16,11/11/2015,931,AM
Claus,false,Fix San,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,825,558,8177,17,d6379c17-f93d-4912-9572-100f2ea24a27,3:06:08,Electronics,93,17,17,14,1199,966,partijspel,87,677,167,19:48:03,99,4,57,20,58,34,20,34,50,96,87,88,84,76,27,15,64,55,37,65,58,63,71,8,2,96,41,88,61,75,75,98,86,95,22,45,64,71,58,74,43,83,73,79,18:32:32,true,false,3:34:21,4/8/2018,961,PM
Fern,true,Stronghold,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,885,738,4066,35,91cf2afe-9c94-4a4a-8eba-8f0dc9c2a8b1,21:47:31,Baby,51,25,19,16,105,121,6,132,453,162,12:31:04,43,10,9,34,14,68,53,25,40,59,83,52,15,74,56,59,44,36,53,80,38,58,53,34,61,11,22,55,30,61,53,81,96,89,40,24,93,44,65,64,49,18,91,3,6:20:36,true,false,2:10:57,6/13/2010,250,AM
Bruno,true,Viva,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,358,137,8680,3,8f997172-41b5-418c-b095-fe7a50c19b38,1:36:20,Jewelery,79,11,5,15,1700,453,partijspel,116,396,156,18:38:26,78,24,52,54,79,18,59,3,19,91,93,74,18,22,41,12,85,66,9,45,96,19,45,1,90,30,82,3,33,75,92,30,74,59,87,20,63,73,60,5,62,100,90,28,2:08:54,true,false,0:39:10,4/5/2011,418,PM
Florri,false,Tempsoft,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,669,161,4579,13,6edc257e-8e4a-41f5-9125-55c9b2fa60b4,14:56:29,Music,53,12,11,13,1167,514,7,85,385,202,17:57:17,69,74,98,12,75,25,26,85,28,32,33,69,21,20,6,97,34,9,66,28,58,8,18,44,57,1,7,8,3,67,81,35,82,73,59,30,31,69,54,26,45,33,61,69,7:22:08,false,true,13:27:12,3/31/2011,822,PM
Herschel,true,Stim,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,262,721,5528,5,154b0629-d620-48ff-86af-2670098864dd,4:07:28,Movies,15,20,13,8,1126,512,partijspel,153,896,83,9:42:35,36,4,18,59,8,79,15,3,6,45,8,68,24,47,75,45,83,82,81,50,94,63,77,68,37,48,38,33,93,91,40,54,46,48,86,83,79,2,39,10,19,89,58,56,23:08:52,false,true,11:22:01,8/28/2010,959,PM
Karen,true,Asoka,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,894,742,4913,26,d9d11dd6-81da-4d36-8e0e-06259d341bff,10:38:50,Movies,29,14,25,21,850,585,6,128,378,139,13:50:45,82,82,90,33,16,27,62,30,42,58,25,1,65,24,85,91,23,81,34,85,60,84,67,19,5,37,58,98,5,17,72,84,90,72,46,74,26,51,8,99,45,23,83,37,2:07:39,false,false,22:38:15,8/28/2011,32,AM
Tedman,false,Latlux,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,915,392,9476,45,e38f243a-5ea8-4600-bbde-d5f871aabe12,19:35:33,Electronics,34,13,18,10,84,83,w-up,136,166,147,22:52:02,68,22,36,95,27,2,22,33,13,34,97,99,86,16,66,50,35,25,89,77,61,58,75,74,84,18,81,79,83,48,10,31,87,57,74,89,7,15,8,100,3,77,36,38,14:35:14,true,true,23:55:26,10/4/2013,19,PM
Carin,false,Treeflex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,853,426,9254,40,bb13b0e6-4a88-444d-a157-f1dc793764ec,6:42:11,Baby,90,5,19,15,425,219,5,98,707,96,5:20:45,90,74,5,55,99,22,75,92,33,8,53,100,84,46,88,67,85,72,71,32,4,8,95,85,30,56,35,69,16,47,87,6,36,53,90,93,56,59,77,55,6,77,18,59,15:21:01,true,true,16:06:10,9/7/2016,243,PM
Haily,false,Holdlamis,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,994,319,7122,13,ea3e75ee-1471-4646-afb0-64cb9569c394,20:31:14,Home,82,8,11,25,477,645,partijspel,141,90,110,13:51:28,55,92,86,6,11,59,89,64,42,73,51,67,100,26,16,66,14,38,15,49,39,96,77,36,35,96,98,7,77,74,42,15,39,1,73,71,9,38,9,4,98,96,86,24,14:02:28,true,true,19:11:04,1/15/2016,938,AM
Mab,false,Bitwolf,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,260,408,9443,19,01b62ac2-f55c-4e03-8246-e26adfa81a4a,10:12:47,Grocery,35,7,8,6,590,678,positiespel,147,670,150,10:52:00,37,83,66,77,61,48,77,23,44,72,72,27,26,31,95,21,41,46,87,68,32,20,29,98,78,11,72,25,7,19,14,48,34,14,10,13,10,38,72,9,27,71,54,92,19:32:51,false,true,4:10:26,1/17/2020,460,AM
Eb,true,Span,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,648,457,8341,15,8693b6a7-9603-41a7-9ddd-25c902efb817,10:05:55,Industrial,83,3,14,7,345,468,duels,122,840,86,5:22:11,83,12,32,61,94,40,76,46,30,43,5,12,83,26,41,35,37,4,35,57,59,33,81,38,28,26,96,77,27,28,6,41,43,94,56,11,68,94,71,5,74,89,75,18,7:13:23,true,false,4:03:03,10/18/2013,467,AM
Jonas,false,Kanlam,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,943,429,5024,42,6313b4e4-500f-4ec6-b182-3b988e1e80ac,16:44:44,Grocery,99,21,23,25,217,20,6,123,873,108,6:40:19,5,71,15,38,87,35,91,27,81,17,97,82,93,52,47,7,36,12,32,96,69,76,9,23,86,57,6,19,20,20,4,28,29,83,9,78,62,88,59,85,61,88,6,43,3:41:52,true,false,16:13:56,3/5/2015,987,PM
Werner,true,Job,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,209,902,8162,45,78cbde1f-c80d-4dd5-8a96-7df59d6c3233,9:28:47,Games,12,14,1,24,96,12,4,120,636,94,14:08:36,50,48,71,80,9,28,21,53,81,49,16,76,40,94,69,21,21,91,79,100,1,81,45,89,74,44,76,54,36,85,28,60,58,84,6,74,15,25,21,84,63,96,19,21,4:50:46,true,false,8:34:33,7/9/2013,920,AM
Roldan,false,Stronghold,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,933,967,4159,39,c4e57546-fc53-40e6-973c-52e5f139ccd5,17:15:30,Electronics,71,6,23,23,1967,416,positiespel,145,570,130,9:27:57,48,83,60,43,7,66,47,44,8,72,4,98,75,68,38,92,10,71,52,12,88,64,24,19,26,91,65,8,68,96,46,73,56,68,22,5,34,6,93,1,28,13,24,13,16:27:06,true,false,2:20:35,5/11/2013,622,PM
Delilah,true,Flexidy,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,632,872,3862,36,a12f3bde-30b1-4c28-9c3b-c547a47e76cb,10:38:57,Health,1,10,4,18,872,600,5,95,444,161,23:49:29,38,25,26,53,89,80,18,17,25,28,71,64,54,59,58,18,16,35,31,38,100,85,99,42,90,66,20,42,75,47,60,58,79,99,51,46,5,48,2,30,42,37,77,91,14:50:10,false,true,12:49:56,1/31/2016,509,AM
